dummy,dummy
172103203342,MSPNK
172103203343,MSPNK
172103203344,MSPNK
172103203345,MSPNK
172103203346,MSPNK
172103203347,MSPNK
172103203348,MSPNK
172103203349,MSPNK
172103203350,MSPNK
172103203351,GPPNK
172103203352,MSPNK
172103203354,PNK_707
172103203355,PNK_707
172103203356,MSPNK
172103203357,MSPNK
172103203358,PNK_707
172103203359,MSPNK
172103203360,MSPNK
172103203361,PNK_707
172103203362,MSPNK
172103203363,MSPNK
172103203364,PNK_707
172103203365,MSPNK
172103203366,MSPNK
172103203367,MSPNK
172103203368,PNK_707
172103203369,PNK_707
172103203370,PNK_707
172103203371,PNK_707
172103203372,MSPNK
172103203373,MSPNK
172103203374,MSPNK
172103203375,MSPNK
172103203376,PNK_707
172103203377,MSPNK
172103203378,MSPNK
172103203379,PNK_707
172103203380,MSPNK
172103203381,PNK_707
172103203382,MSPNK
172103203383,MSPNK
172103203384,MSPNK
172103203385,MSPNK
172103203386,MSPNK
172103203387,MSPNK
172103203388,MSPNK
172103203389,MSPNK
172103203390,MSPNK
172103203391,MSPNK
172103203392,MSPNK
172103203393,MSPNK
172103203394,MSPNK
172103203395,MSPNK
172103203397,MSPNK
172103203398,MSPNK
172103203399,GPPNK
172103203400,PNK_707
172103203401,MSPNK
172103203402,MSPNK
172103203403,MSPNK
172103203404,MSPNK
172103203405,MSPNK
172103203406,MSPNK
172103203407,MSPNK
172103203408,MSPNK
172103203409,MSPNK
172103203410,MSPNK
172103203411,MSPNK
172103203412,PNK_707
172103203413,MSPNK
172103203414,PNK_707
172103203415,MSPNK
172103203416,MSPNK
172103203417,MSPNK
172103203418,MSPNK
172103203419,MSPNK
172103203422,MSPNK
172103203423,MSPNK
172103203424,PNK_707
172103203425,MSPNK
172103203426,PNK_707
172103203427,MSPNK
172103203428,PNK_707
172103203429,MSPNK
172103203430,PNK_707
172103203431,PNK_707
172103203432,GPPNK
172103203433,MSPNK
172103203434,MSPNK
172103203436,MSPNK
172103203437,PNK_707
172103203438,MSPNK
172103203440,PNK_707
172103203442,MSPNK
172103203444,MSPNK
172103203445,MSPNK
172103203446,MSPNK
172103203447,PNK_707
172103203449,PNK_707
172103203450,PNK_707
172103203452,PNK_707
172103203453,PNK_707
172103203454,PNK_707
172103203456,MSPNK
172103203458,MSPNK
172103203460,PNK_707
172103203462,MSPNK
172103203463,GPPNK
172103203464,MSPNK
172103203465,PNK_707
172103203466,PNK_707
172103203467,PNK_707
172103203468,MSPNK
172103203469,MSPNK
172103203471,GPPNK
172103203472,MSPNK
172103203473,MSPNK
172103203474,PNK_707
172103203475,MSPNK
172103203476,PNK_707
172103203477,MSPNK
172103203478,PNK_707
172103203479,GPPNK
172103203480,MSPNK
172103203481,MSPNK
172103203482,MSPNK
172103203483,MSPNK
172103203484,PNK_707
172103203485,PNK_707
172103203486,PNK_707
172103203487,MSPNK
172103203488,MSPNK
172103203489,MSPNK
172103203490,MSPNK
172103203491,MSPNK
172103203492,MSPNK
172103203493,MSPNK
172103203494,MSPNK
172103203495,MSPNK
172103203496,MSPNK
172103203497,MSPNK
172103203498,MSPNK
172103203499,MSPNK
172103203503,MSPNK
172103203504,MSPNK
172103203505,MSPNK
172103203506,MSPNK
172103203507,MSPNK
172103203508,PNK_707
172103203509,MSPNK
172103203511,MSPNK
172103203513,PNK_707
172103203514,GPPNK
172103203515,MSPNK
172103203516,MSPNK
172103203517,MSPNK
172103203518,MSPNK
172103203519,MSPNK
172103203520,MSPNK
172103203521,PNK_707
172103203522,GPPNK
172103203525,PNK_707
172103203527,PNK_707
172103203528,MSPNK
172103203529,PNK_707
172103203530,GPPNK
172103203531,MSPNK
172103203532,PNK_707
172103203533,MSPNK
172103203534,MSPNK
172103203535,MSPNK
172103203536,MSPNK
172103203537,PNK_707
172103203538,GPPNK
172103203539,PNK_707
172103203540,MSPNK
172103203541,MSPNK
172103203542,MSPNK
172103203543,MSPNK
172103203544,MSPNK
172103203546,MSPNK
172103203547,MSPNK
172103203549,MSPNK
172103203550,GPANT
172103203552,MSPNK
172103203553,MSPNK
172103203554,PNK_707
172103203555,MSPNK
172103203557,MSPNK
172103203558,MSPNK
172103203559,MSPNK
172103203561,MSPNK
172103203562,MSPNK
172103203564,PNK_707
172103203565,MSPNK
172103203566,MSPNK
172103203567,MSPNK
172103203568,MSPNK
172103203569,PNK_707
172103203571,MSPNK
172103203573,PNK_707
172103203574,MSPNK
172103203575,MSPNK
172103203576,MSPNK
172103203578,PNK_707
172103203579,MSPNK
172103203580,PNK_707
172103203581,MSPNK
172103203582,PNK_707
172103203583,MSPNK
172103203584,MSPNK
172103203585,MSPNK
172103203586,PNK_707
172103203588,MSPNK
172103203589,MSPNK
172103203590,PNK_707
172103203591,MSPNK
172103203592,PNK_707
172103203593,MSPNK
172103203594,MSPNK
172103203595,MSPNK
172103203596,PNK_707
172103203598,MSPNK
172103203600,MSPNK
172103203602,PNK_707
172103203603,PNK_707
172103203604,MSPNK
172103203605,PNK_707
172103203606,MSPNK
172103203607,MSPNK
172103203609,PNK_707
172103203610,PNK_707
172103203611,MSPNK
172103203613,MSPNK
172103203614,MSPNK
172103203615,MSPNK
172103203617,MSPNK
172103203618,MSPNK
172103203619,MSPNK
172103203620,MSPNK
172103203621,MSPNK
172103203622,MSPNK
172103203623,PNK_707
172103203624,MSPNK
172103203625,MSPNK
172103203626,PNK_707
172103203627,MSPNK
172103203628,PNK_707
172103203629,PNK_707
172103203630,MSPNK
172103203631,MSPNK
172103203632,PNK_707
172103203634,MSPNK
172103203635,PNK_707
172103203638,PNK_707
172103203641,MSPNK
172103203642,PNK_707
172103203643,PNK_707
172103203644,MSPNK
172103203645,MSPNK
172103203646,MSPNK
172103203647,MSPNK
172103203648,MSPNK
172103203649,MSPNK
172103203650,MSPNK
172103203651,PNK_707
172103203652,MSPNK
172103203653,MSPNK
172103203654,MSPNK
172103203655,MSPNK
172103203656,MSPNK
172103203658,MSPNK
172103203659,MSPNK
172103203661,PNK_707
172103203662,PNK_707
172103203663,MSPNK
172103203664,PNK_707
172103203665,MSPNK
172103203666,MSPNK
172103203667,MSPNK
172103203669,PNK_707
172103203670,MSPNK
172103203673,MSPNK
172103203674,MSPNK
172103203675,MSPNK
172103203676,PNK_707
172103203677,MSPNK
172103203680,MSPNK
172103203681,MSPNK
172103203682,PNK_707
172103203683,PNK_707
172103203684,MSPNK
172103203685,MSPNK
172103203687,PNK_707
172103203688,PNK_707
172103203689,MSPNK
172103203690,MSPNK
172103203691,MSPNK
172103203692,MSPNK
172103203693,MSPNK
172103203694,MSPNK
172103203695,GPPNK
172103203696,GPPNK
172103203697,GPPNK
172103203698,GPPNK
172103203701,GPPNK
172103203702,GPPNK
172103203703,GPPNK
172103203704,GPPNK
172103203705,GPPNK
172103203706,MSPNK
172103203707,GPPNK
172103203708,GPPNK
172103203709,GPPNK
172103203710,GPPNK
172103203711,GPPNK
172103203712,GPPNK
172103203713,GPPNK
172103203714,GPPNK
172103203717,GPPNK
172103203719,MSPNK
172103203720,GPPNK
172103203721,GPPNK
172103203722,GPPNK
172103203723,GPPNK
172103203724,GPPNK
172103203725,GPPNK
172103203726,GPPNK
172103203727,GPPNK
172103203728,GPPNK
172103203729,GPPNK
172103203730,GPPNK
172103203732,GPPNK
172103203733,GPPNK
172103203734,GPPNK
172103203735,GPPNK
172103203736,PNK_707
172103203737,GPPNK
172103203738,GPPNK
172103203739,MSPNK
172103203740,GPPNK
172103203741,GPPNK
172103203742,GPPNK
172103203743,GPPNK
172103203744,GPPNK
172103203745,MSPNK
172103203746,MSPNK
172103203748,GPPNK
172103203749,GPPNK
172103203750,GPPNK
172103203751,GPPNK
172103203752,GPPNK
172103203753,GPPNK
172103203754,GPPNK
172103203755,GPPNK
172103203756,GPPNK
172103203757,GPPNK
172103203758,GPPNK
172103203759,GPPNK
172103203760,GPPNK
172103203761,GPPNK
172103203762,GPPNK
172103203763,GPPNK
172103203764,GPPNK
172103203765,GPPNK
172103203766,GPPNK
172103203767,GPPNK
172103203768,GPPNK
172103203769,GPPNK
172103203770,GPPNK
172103203771,MSPNK
172103203772,GPPNK
172103203773,GPPNK
172103203774,GPPNK
172103203775,PNK_707
172103203776,GPPNK
172103203777,MSPNK
172103203778,GPPNK
172103203780,GPPNK
172103203781,GPPNK
172103203782,GPPNK
172103203783,GPPNK
172103203784,PNK_707
172103203785,GPPNK
172103203786,MSPNK
172103203788,PNK_707
172103203789,MSPNK
172103203790,MSPNK
172103203791,MSPNK
172103203792,PNK_707
172103203793,GPPNK
172103203794,MSPNK
172103203795,MSPNK
172103203796,MSPNK
172103203797,MSPNK
172103203800,PNK_707
172103203801,PNK_707
172103203803,MSPNK
172103203804,MSPNK
172103203805,MSPNK
172103203806,MSPNK
172103203807,GPPNK
172103203808,MSPNK
172103203809,MSPNK
172103203810,PNK_707
172103203811,MSPNK
172103203812,PNK_707
172103203813,PNK_707
172103203814,MSPNK
172103203815,PNK_707
172103203816,PNK_707
172103203817,PNK_707
172103203818,MSPNK
172103203820,PNK_707
172103203821,MSPNK
172103203822,MSPNK
172103203823,MSPNK
172103203824,MSPNK
172103203825,MSPNK
172103203826,PNK_707
172103203827,MSPNK
172103203828,GPPNK
172103203829,MSPNK
172103203830,MSPNK
172103203831,MSPNK
172103203832,MSPNK
172103203833,MSPNK
172103203834,MSPNK
172103203835,PNK_707
172103203836,GPPNK
172103203838,PNK_707
172103203839,PNK_707
172103203840,PNK_707
172103203841,MSPNK
172103203842,PNK_707
172103203843,MSPNK
172103203844,GPPNK
172103203845,PNK_707
172103203846,MSPNK
172103203847,PNK_707
172103203848,MSPNK
172103203849,PNK_707
172103203850,MSPNK
172103203851,MSPNK
172103203853,MSPNK
172103203854,PNK_707
172103203858,PNK_707
172103203859,PNK_707
172103203861,PNK_707
172103203862,PNK_707
172103203864,PNK_707
172103203865,PNK_707
172103203866,PNK_707
172103203867,PNK_707
172103203868,MSPNK
172103203869,PNK_707
172103203870,MSPNK
172103203873,PNK_707
172103203875,GPPNK
172103203877,GPPNK
172103203880,MSPNK
172103203881,PNK_707
172103203882,PNK_707
172103203883,MSPNK
172103203884,PNK_707
172103203885,MSPNK
172103203886,MSPNK
172103203887,GPPNK
172103203888,GPPNK
172103203889,GPPNK
172103203890,GPPNK
172103203891,GPPNK
172103203892,GPPNK
172103203893,GPPNK
172103203894,GPPNK
172103203895,GPPNK
172103203896,GPPNK
172103203897,GPPNK
172103203898,GPPNK
172103203899,GPPNK
172103203900,MSPNK
172103203901,GPPNK
172103203902,GPPNK
172103203903,GPPNK
172103203904,PNK_707
172103203905,GPPNK
172103203906,GPPNK
172103203907,MSPNK
172103203908,GPPNK
172103203909,GPPNK
172103203910,MSPNK
172103203911,GPPNK
172103203912,GPPNK
172103203913,GPPNK
172103203914,GPPNK
172103203915,GPPNK
172103203916,GPPNK
172103203917,GPPNK
172103203918,GPPNK
172103203919,MSPNK
172103203922,MSPNK
172103203923,PNK_707
172103203924,MSPNK
172103203925,MSPNK
172103203927,PNK_707
172103203928,MSPNK
172103203929,MSPNK
172103203930,MSPNK
172103203931,PNK_707
172103203932,MSPNK
172103203933,MSPNK
172103203934,MSPNK
172103203935,MSPNK
172103203936,MSPNK
172103203937,MSPNK
172103203938,PNK_707
172103203939,MSPNK
172103203940,MSPNK
172103203941,MSPNK
172103203942,PNK_707
172103203943,MSPNK
172103203944,MSPNK
172103203945,MSPNK
172103203946,MSPNK
172103203947,MSPNK
172103203948,MSPNK
172103203949,MSPNK
172103203950,MSPNK
172103203951,PNK_707
172103203952,MSPNK
172103203953,MSPNK
172103203954,MSPNK
172103203955,MSPNK
172103203956,MSPNK
172103203957,MSPNK
172103203958,MSPNK
172103203959,PNK_707
172103203960,PNK_707
172103203961,PNK_707
172103203963,MSPNK
172103203964,MSPNK
172103203965,MSPNK
172103203966,MSPNK
172103203968,MSPNK
172103203969,GPANT
172103203970,MSPNK
172103203971,MSPNK
172103203973,MSPNK
172103203974,MSPNK
172103203975,PNK_707
172103203976,MSPNK
172103203977,MSPNK
172103203978,MSPNK
172103203979,MSPNK
172103203980,MSPNK
172103203981,MSPNK
172103203982,MSPNK
172103203983,PNK_707
172103203985,MSPNK
172103203986,MSPNK
172103203987,MSPNK
172103203989,MSPNK
172103203990,MSPNK
172103203991,PNK_707
172103203992,MSPNK
172103203993,MSPNK
172103203994,MSPNK
172103203995,MSPNK
172103203996,MSPNK
172103203998,MSPNK
172103203999,MSPNK
172103204000,MSPNK
172103204001,MSPNK
172103204002,MSPNK
172103204003,MSPNK
172103204004,PNK_707
172103204005,MSPNK
172103204006,MSPNK
172103204007,PNK_707
172103204008,MSPNK
172103204009,MSPNK
172103204011,MSPNK
172103204013,GPPNK
172103204014,PNK_707
172103204015,GPPNK
172103204016,GPPNK
172103204017,GPPNK
172103204018,GPPNK
172103204019,PNK_707
172103204020,MSPNK
172103204021,GPPNK
172103204022,GPPNK
172103204023,GPPNK
172103204024,GPPNK
172103204025,GPPNK
172103204026,GPPNK
172103204027,GPPNK
172103204028,GPPNK
172103204029,GPPNK
172103204030,GPPNK
172103204031,PNK_707
172103204032,GPPNK
172103204034,GPPNK
172103204035,GPPNK
172103204036,GPPNK
172103204037,GPPNK
172103204038,GPPNK
172103204039,GPPNK
172103204040,GPPNK
172103204041,GPPNK
172103204042,GPPNK
172103204043,MSPNK
172103204044,GPPNK
172103204045,GPPNK
172103204046,GPPNK
172103204047,GPPNK
172103204048,GPPNK
172103204049,GPPNK
172103204050,GPPNK
172103204051,GPPNK
172103204052,GPPNK
172103204053,GPPNK
172103204054,GPPNK
172103204055,GPPNK
172103204056,GPPNK
172103204057,GPPNK
172103204058,GPPNK
172103204059,GPPNK
172103204060,GPPNK
172103204061,GPPNK
172103204062,GPPNK
172103204063,GPPNK
172103204064,GPPNK
172103204065,GPPNK
172103204066,GPPNK
172103204067,GPPNK
172103204068,GPPNK
172103204069,GPPNK
172103204070,GPPNK
172103204071,GPPNK
172103204072,GPPNK
172103204073,GPPNK
172103204075,PNK_707
172103204076,GPPNK
172103204077,GPPNK
172103204078,GPPNK
172103204079,GPPNK
172103204080,GPPNK
172103204082,GPPNK
172103204083,GPPNK
172103204084,GPPNK
172103204085,GPPNK
172103204086,GPPNK
172103204087,GPPNK
172103204088,GPPNK
172103204089,GPPNK
172103204090,GPPNK
172103204091,GPPNK
172103204092,GPPNK
172103204093,GPPNK
172103204094,GPPNK
172103204096,GPPNK
172103204097,GPPNK
172103204098,GPPNK
172103204099,GPPNK
172103204100,GPPNK
172103204101,GPPNK
172103204102,GPPNK
172103204103,GPPNK
172103204104,GPPNK
172103204105,MSPNK
172103204106,PNK_707
172103204107,GPPNK
172103204108,GPPNK
172103204109,GPPNK
172103204110,GPPNK
172103204111,GPPNK
172103204112,GPPNK
172103204113,MSPNK
172103204114,GPPNK
172103204115,GPPNK
172103204116,GPPNK
172103204117,GPPNK
172103204118,GPPNK
172103204120,GPPNK
172103204121,GPPNK
172103204122,GPPNK
172103204123,GPPNK
172103204124,GPPNK
172103204125,GPPNK
172103204126,GPPNK
172103204127,GPPNK
172103204128,GPPNK
172103204130,GPPNK
172103204131,MSPNK
172103204132,GPPNK
172103204133,GPPNK
172103204134,GPPNK
172103204135,GPPNK
172103204136,GPPNK
172103204137,GPPNK
172103204139,GPPNK
172103204140,GPPNK
172103204141,GPPNK
172103204143,GPPNK
172103204144,GPPNK
172103204146,GPPNK
172103204147,GPPNK
172103204148,GPPNK
172103204149,PNK_707
172103204150,GPPNK
172103204151,GPPNK
172103204152,GPPNK
172103204153,GPPNK
172103204154,GPPNK
172103204155,GPPNK
172103204156,GPPNK
172103204157,GPPNK
172103204158,GPPNK
172103204159,GPPNK
172103204160,GPPNK
172103204161,GPPNK
172103204162,GPPNK
172103204163,GPPNK
172103204164,GPPNK
172103204165,MSPNK
172103204166,GPPNK
172103204167,GPPNK
172103204168,GPPNK
172103204169,GPPNK
172103204170,GPPNK
172103204171,GPPNK
172103204172,MSPNK
172103204173,GPPNK
172103204174,GPPNK
172103204176,GPPNK
172103204177,GPPNK
172103204178,GPPNK
172103204179,GPPNK
172103204180,GPPNK
172103204181,GPPNK
172103204182,GPPNK
172103204183,MSPNK
172103204184,GPPNK
172103204185,GPPNK
172103204186,GPPNK
172103204187,GPPNK
172103204188,GPPNK
172103204189,GPPNK
172103204190,GPPNK
172103204191,GPPNK
172103204192,GPPNK
172103204193,GPPNK
172103204194,GPPNK
172103204195,GPPNK
172103204196,GPPNK
172103204197,GPPNK
172103204198,GPPNK
172103204199,GPPNK
172103204200,GPPNK
172103204201,GPPNK
172103204203,GPPNK
172103204204,GPPNK
172103204205,MSPNK
172103204206,GPPNK
172103204207,GPPNK
172103204208,GPPNK
172103204209,GPPNK
172103204210,GPPNK
172103204211,GPPNK
172103204212,GPPNK
172103204214,GPPNK
172103204215,GPPNK
172103204216,GPPNK
172103204217,GPPNK
172103204218,MSPNK
172103204220,GPPNK
172103204221,GPPNK
172103204222,GPPNK
172103204223,GPPNK
172103204224,GPPNK
172103204225,MSPNK
172103204226,PNK_707
172103204227,MSPNK
172103204228,MSPNK
172103204229,MSPNK
172103204230,MSPNK
172103204231,PNK_707
172103204232,MSPNK
172103204233,MSPNK
172103204234,MSPNK
172103204235,MSPNK
172103204237,MSPNK
172103204238,MSPNK
172103204239,PNK_707
172103204240,PNK_707
172103204241,MSPNK
172103204242,PNK_707
172103204243,MSPNK
172103204244,MSPNK
172103204245,PNK_707
172103204246,PNK_707
172103204247,MSPNK
172103204249,MSPNK
172103204250,PNK_707
172103204251,MSPNK
172103204252,MSPNK
172103204253,MSPNK
172103204254,MSPNK
172103204255,MSPNK
172103204256,MSPNK
172103204257,MSPNK
172103204258,MSPNK
172103204259,MSPNK
172103204260,PNK_707
172103204261,MSPNK
172103204262,MSPNK
172103204263,MSPNK
172103204264,PNK_707
172103204265,PNK_707
172103204266,MSPNK
172103204267,MSPNK
172103204268,MSPNK
172103204269,MSPNK
172103204272,MSPNK
172103204273,MSPNK
172103204274,MSPNK
172103204276,MSPNK
172103204277,PNK_707
172103204278,MSPNK
172103204279,MSPNK
172103204280,MSPNK
172103204282,MSPNK
172103204283,PNK_707
172103204284,MSPNK
172103204285,PNK_707
172103204287,MSPNK
172103204288,PNK_707
172103204290,MSPNK
172103204291,MSPNK
172103204293,MSPNK
172103204294,PNK_707
172103204295,PNK_707
172103204296,MSPNK
172103204297,MSPNK
172103204298,PNK_707
172103204299,PNK_707
172103204301,MSPNK
172103204302,PNK_707
172103204305,MSPNK
172103204306,MSPNK
172103204307,GPPNK
172103204308,MSPNK
172103204309,MSPNK
172103204310,MSPNK
172103204311,MSPNK
172103204312,MSPNK
172103204313,MSPNK
172103204314,MSPNK
172103204316,MSPNK
172103204317,MSPNK
172103204318,MSPNK
172103204320,PNK_707
172103204321,PNK_707
172103204322,GPPNK
172103204323,MSPNK
172103204324,MSPNK
172103204325,MSPNK
172103204329,GPPNK
172103204330,GPPNK
172103204331,GPPNK
172103204332,GPPNK
172103204333,GPPNK
172103204334,GPPNK
172103204335,GPPNK
172103204336,GPPNK
172103204337,GPPNK
172103204338,GPPNK
172103204339,GPPNK
172103204340,MSPNK
172103204341,MSPNK
172103204342,MSPNK
172103204344,MSPNK
172103204345,MSPNK
172103204346,MSPNK
172103204347,MSPNK
172103204348,MSPNK
172103204349,PNK_707
172103204350,PNK_707
172103204351,PNK_707
172103204352,MSPNK
172103204353,MSPNK
172103204354,PNK_707
172103204355,MSPNK
172103204356,MSPNK
172103204357,PNK_707
172103204358,MSPNK
172103204359,MSPNK
172103204360,MSPNK
172103204361,MSPNK
172103204362,MSPNK
172103204363,MSPNK
172103204365,PNK_707
172103204366,MSPNK
172103204367,PNK_707
172103204368,MSPNK
172103204369,MSPNK
172103204370,PNK_707
172103204371,MSPNK
172103204372,MSPNK
172103204373,PNK_707
172103204374,MSPNK
172103204375,PNK_707
172103204376,MSPNK
172103204377,PNK_707
172103204378,MSPNK
172103204380,PNK_707
172103204381,MSPNK
172103204382,MSPNK
172103204384,MSPNK
172103204385,PNK_707
172103204386,MSPNK
172103204387,MSPNK
172103204388,MSPNK
172103204389,PNK_707
172103204390,MSPNK
172103204391,PNK_707
172103204392,MSPNK
172103204393,PNK_707
172103204394,MSPNK
172103204395,MSPNK
172103204396,MSPNK
172103204397,MSPNK
172103204398,PNK_707
172103204399,PNK_707
172103204400,PNK_707
172103204401,MSPNK
172103204402,MSPNK
172103204403,PNK_707
172103204404,MSPNK
172103204405,GPPNK
172103204407,MSPNK
172103204408,MSPNK
172103204409,MSPNK
172103204410,PNK_707
172103204411,MSPNK
172103204412,PNK_707
172103204413,GPPNK
172103204414,MSPNK
172103204415,PNK_707
172103204416,MSPNK
172103204417,PNK_707
172103204418,PNK_707
172103204419,MSPNK
172103204420,MSPNK
172103204421,GPPNK
172103204422,MSPNK
172103204423,MSPNK
172103204424,MSPNK
172103204425,MSPNK
172103204426,MSPNK
172103204427,PNK_707
172103204428,MSPNK
172103204429,GPPNK
172103204430,MSPNK
172103204431,MSPNK
172103204432,MSPNK
172103204433,MSPNK
172103204434,PNK_707
172103204435,MSPNK
172103204436,MSPNK
172103204438,GPPNK
172103204439,GPPNK
172103204440,GPPNK
172103204441,GPPNK
172103204442,GPPNK
172103204443,GPPNK
172103204444,GPPNK
172103204445,GPPNK
172103204446,GPPNK
172103204447,GPPNK
172103204448,GPPNK
172103204449,GPPNK
172103204450,GPPNK
172103204451,GPPNK
172103204452,GPPNK
172103204453,GPPNK
172103204454,GPPNK
172103204455,GPPNK
172103204456,GPPNK
172103204457,GPPNK
172103204458,GPPNK
172103204460,GPPNK
172103204461,GPPNK
172103204462,GPPNK
172103204463,GPPNK
172103204464,GPPNK
172103204465,GPPNK
172103204466,MSPNK
172103204468,GPPNK
172103204469,GPPNK
172103204471,GPPNK
172103204472,GPPNK
172103204473,MSPNK
172103204474,GPPNK
172103204475,GPPNK
172103204476,GPPNK
172103204477,GPPNK
172103204478,GPPNK
172103204479,GPPNK
172103204480,GPPNK
172103204481,PNK_707
172103204482,GPPNK
172103204483,GPPNK
172103204484,GPPNK
172103204485,GPPNK
172103204486,GPPNK
172103204488,GPPNK
172103204489,GPPNK
172103204490,GPPNK
172103204491,GPPNK
172103204492,GPPNK
172103204493,GPPNK
172103204494,GPPNK
172103204495,GPPNK
172103204497,GPPNK
172103204498,GPPNK
172103204499,GPPNK
172103204500,MSPNK
172103204501,GPPNK
172103204502,PNK_707
172103204503,GPPNK
172103204504,GPPNK
172103204505,GPPNK
172103204506,GPPNK
172103204507,GPPNK
172103204508,GPPNK
172103204509,GPPNK
172103204510,PNK_707
172103204511,GPPNK
172103204512,GPPNK
172103204513,GPPNK
172103204514,GPPNK
172103204515,GPPNK
172103204516,GPPNK
172103204517,GPPNK
172103204518,GPPNK
172103204519,GPPNK
172103204520,GPPNK
172103204521,GPPNK
172103204522,GPPNK
172103204523,GPPNK
172103204524,GPPNK
172103204526,GPPNK
172103204527,GPPNK
172103204528,GPPNK
172103204529,GPPNK
172103204530,GPPNK
172103204531,GPPNK
172103204532,GPPNK
172103204533,GPPNK
172103204534,GPPNK
172103204535,GPPNK
172103204536,GPPNK
172103204537,GPPNK
172103204538,GPPNK
172103204539,GPPNK
172103204540,GPPNK
172103204541,PNK_707
172103204542,GPPNK
172103204544,MSPNK
172103204545,PNK_707
172103204546,MSPNK
172103204549,MSPNK
172103204551,PNK_707
172103204552,MSPNK
172103204553,MSPNK
172103204554,PNK_707
172103204555,PNK_707
172103204556,MSPNK
172103204557,MSPNK
172103204558,MSPNK
172103204559,MSPNK
172103204562,MSPNK
172103204563,MSPNK
172103204565,MSPNK
172103204566,PNK_707
172103204567,GPPNK
172103204568,GPPNK
172103204569,GPPNK
172103204570,GPPNK
172103204572,GPPNK
172103204573,GPPNK
172103204574,GPPNK
172103204575,MSPNK
172103204577,GPPNK
172103204578,GPPNK
172103204579,GPPNK
172103204580,GPPNK
172103204581,GPPNK
172103204582,GPPNK
172103204583,GPPNK
172103204584,GPPNK
172103204585,GPPNK
172103204586,GPPNK
172103204587,GPPNK
172103204588,GPPNK
172103204589,GPPNK
172103204591,GPPNK
172103204592,GPPNK
172103204593,GPPNK
172103204594,MSPNK
172103204595,GPPNK
172103204596,GPPNK
172103204597,GPPNK
172103204598,GPPNK
172103204599,MSPNK
172103204600,GPPNK
172103204601,MSPNK
172103204602,GPPNK
172103204603,GPPNK
172103204604,GPPNK
172103204605,MSPNK
172103204608,GPPNK
172103204609,GPPNK
172103204610,GPPNK
172103204611,GPPNK
172103204613,GPPNK
172103204614,GPPNK
172103204615,PNK_707
172103204616,GPPNK
172103204617,GPPNK
172103204618,GPPNK
172103204619,GPPNK
172103204620,GPPNK
172103204621,GPPNK
172103204622,GPPNK
172103204623,GPPNK
172103204624,GPPNK
172103204625,GPPNK
172103204626,GPPNK
172103204627,GPPNK
172103204628,GPPNK
172103204629,MSPNK
172103204630,PNK_707
172103204631,MSPNK
172103204632,GPPNK
172103204633,GPPNK
172103204634,GPPNK
172103204635,GPPNK
172103204636,GPPNK
172103204637,GPPNK
172103204638,GPPNK
172103204639,GPPNK
172103204640,GPPNK
172103204641,GPPNK
172103204642,GPPNK
172103204643,GPPNK
172103204644,GPPNK
172103204645,GPPNK
172103204646,PNK_707
172103204647,GPPNK
172103204648,GPPNK
172103204649,GPPNK
172103204650,GPPNK
172103204651,GPPNK
172103204652,GPPNK
172103204653,GPPNK
172103204654,GPPNK
172103204655,GPPNK
172103204656,GPPNK
172103204657,GPPNK
172103204658,GPPNK
172103204659,GPPNK
172103204660,PNK_707
172103204661,GPPNK
172103204662,GPPNK
172103204663,GPPNK
172103204664,GPPNK
172103204665,GPPNK
172103204666,GPPNK
172103204667,GPPNK
172103204668,GPPNK
172103204669,MSPNK
172103204670,GPPNK
172103204671,GPPNK
172103204673,GPPNK
172103204674,GPPNK
172103204675,GPPNK
172103204676,GPPNK
172103204677,GPPNK
172103204678,GPPNK
172103204679,GPPNK
172103204680,GPPNK
172103204681,GPPNK
172103204682,GPPNK
172103204683,GPPNK
172103204684,GPPNK
172103204685,GPPNK
172103204686,GPPNK
172103204687,GPPNK
172103204688,MSPNK
172103204689,GPPNK
172103204690,MSPNK
172103204691,GPPNK
172103204692,MSPNK
172103204694,MSPNK
172103204695,MSPNK
172103204696,MSPNK
172103204697,PNK_707
172103204698,PNK_707
172103204699,PNK_707
172103204700,PNK_707
172103204701,MSPNK
172103204703,MSPNK
172103204704,PNK_707
172103204705,MSPNK
172103204707,PNK_707
172103204708,MSPNK
172103204709,MSPNK
172103204710,MSPNK
172103204711,MSPNK
172103204712,MSPNK
172103204713,MSPNK
172103204714,MSPNK
172103204716,PNK_707
172103204717,MSPNK
172103204718,MSPNK
172103204719,GPPNK
172103204720,MSPNK
172103204721,MSPNK
172103204722,MSPNK
172103204723,MSPNK
172103204725,PNK_707
172103204727,PNK_707
172103204728,PNK_707
172103204729,MSPNK
172103204730,MSPNK
172103204731,MSPNK
172103204733,MSPNK
172103204734,MSPNK
172103204735,GPPNK
172103204736,MSPNK
172103204737,MSPNK
172103204738,MSPNK
172103204739,PNK_707
172103204740,PNK_707
172103204741,MSPNK
172103204742,MSPNK
172103204743,GPPNK
172103204744,PNK_707
172103204745,MSPNK
172103204747,MSPNK
172103204748,MSPNK
172103204749,MSPNK
172103204750,PNK_707
172103204752,MSPNK
172103204754,MSPNK
172103204755,GPPNK
172103204756,GPPNK
172103204757,GPPNK
172103204758,GPPNK
172103204759,GPPNK
172103204760,GPPNK
172103204761,GPPNK
172103204762,GPPNK
172103204763,GPPNK
172103204764,GPPNK
172103204765,GPPNK
172103204766,GPPNK
172103204767,GPPNK
172103204768,GPPNK
