dummy,dummy
172103212788,PNK_707
172103212789,MSPNK
172103212791,MSPNK
172103212794,MSPNK
172103212796,MSPNK
172103212797,GPPNK
172103212800,MSPNK
172103212801,PNK_707
172103212802,MSPNK
172103212803,MSPNK
172103212804,MSPNK
172103212805,PNK_707
172103212806,PNK_707
172103212807,MSPNK
172103212808,PNK_707
172103212809,PNK_707
172103212810,MSPNK
172103212811,MSPNK
172103212813,MSPNK
172103212814,MSPNK
172103212815,MSPNK
172103212816,PNK_707
172103212817,MSPNK
172103212819,MSPNK
172103212820,PNK_707
172103212821,MSPNK
172103212825,MSPNK
172103212826,PNK_707
172103212827,MSPNK
172103212829,MSPNK
172103212833,MSPNK
172103212834,MSPNK
172103212836,MSPNK
172103212838,MSPNK
172103212841,MSPNK
172103212842,MSPNK
172103212843,PNK_707
172103212844,GPPNK
172103212845,PNK_707
172103212846,MSPNK
172103212848,MSPNK
172103212849,MSPNK
172103212850,MSPNK
172103212851,MSPNK
172103212852,MSPNK
172103212854,MSPNK
172103212856,PNK_707
172103212857,PNK_707
172103212858,MSPNK
172103212860,MSPNK
172103212861,MSPNK
172103212862,MSPNK
172103212863,PNK_707
172103212864,MSPNK
172103212865,MSPNK
172103212866,MSPNK
172103212868,MSPNK
172103212870,MSPNK
172103212871,PNK_707
172103212872,MSPNK
172103212873,PNK_707
172103212874,MSPNK
172103212876,MSPNK
172103212877,PNK_707
172103212878,MSPNK
172103212879,MSPNK
172103212880,PNK_707
172103212881,MSPNK
172103212882,PNK_707
172103212884,MSPNK
172103212885,MSPNK
172103212886,MSPNK
172103212887,MSPNK
172103212888,MSPNK
172103212889,MSPNK
172103212890,MSPNK
172103212891,MSPNK
172103212892,GPPNK
172103212893,PNK_707
172103212894,MSPNK
172103212895,MSPNK
172103212896,MSPNK
172103212898,PNK_707
172103212899,MSPNK
172103212903,PNK_707
172103212904,MSPNK
172103212906,PNK_707
172103212908,MSPNK
172103212909,MSPNK
172103212910,MSPNK
172103212911,MSPNK
172103212912,MSPNK
172103212913,MSPNK
172103212915,GPPNK
172103212916,MSPNK
172103212917,PNK_707
172103212918,MSPNK
172103212919,PNK_707
172103212920,MSPNK
172103212921,MSPNK
172103212922,MSPNK
172103212923,MSPNK
172103212924,MSPNK
172103212926,MSPNK
172103212927,MSPNK
172103212929,MSPNK
172103212930,MSPNK
172103212931,MSPNK
172103212933,PNK_707
172103212934,MSPNK
172103212935,PNK_707
172103212937,PNK_707
172103212938,MSPNK
172103212939,MSPNK
172103212940,MSPNK
172103212942,MSPNK
172103212943,MSPNK
172103212946,MSPNK
172103212947,MSPNK
172103212948,MSPNK
172103212949,MSPNK
172103212951,PNK_707
172103212954,MSPNK
172103212955,MSPNK
172103212956,PNK_707
172103212957,MSPNK
172103212958,PNK_707
172103212960,MSPNK
172103212961,PNK_707
172103212962,PNK_707
172103212963,MSPNK
172103212964,MSPNK
172103212967,MSPNK
172103212968,MSPNK
172103212971,MSPNK
172103212972,MSPNK
172103212974,PNK_707
172103212975,MSPNK
172103212976,MSPNK
172103212977,PNK_707
172103212978,MSPNK
172103212981,MSPNK
172103212982,PNK_707
172103212985,PNK_707
172103212986,MSPNK
172103212987,MSPNK
172103212988,PNK_707
172103212990,MSPNK
172103212991,MSPNK
172103212992,MSPNK
172103212993,MSPNK
172103212994,MSPNK
172103212996,MSPNK
172103212998,MSPNK
172103212999,PNK_707
172103213000,PNK_707
172103213002,MSPNK
172103213005,PNK_707
172103213006,MSPNK
172103213007,PNK_707
172103213008,MSPNK
172103213011,MSPNK
172103213012,MSPNK
172103213014,MSPNK
172103213016,PNK_707
172103213017,MSPNK
172103213018,MSPNK
172103213019,MSPNK
172103213022,MSPNK
172103213023,MSPNK
172103213024,PNK_707
172103213025,MSPNK
172103213026,MSPNK
172103213027,PNK_707
172103213029,PNK_707
172103213030,MSPNK
172103213032,MSPNK
172103213033,MSPNK
172103213034,MSPNK
172103213035,MSPNK
172103213037,PNK_707
172103213038,MSPNK
172103213039,PNK_707
172103213040,MSPNK
172103213041,MSPNK
172103213042,MSPNK
172103213043,MSPNK
172103213044,MSPNK
172103213045,MSPNK
172103213048,MSPNK
172103213050,PNK_707
172103213051,MSPNK
172103213052,PNK_707
172103213055,MSPNK
172103213056,PNK_707
172103213057,MSPNK
172103213058,MSPNK
172103213059,MSPNK
172103213060,MSPNK
172103213062,PNK_707
172103213063,MSPNK
172103213064,MSPNK
172103213065,MSPNK
172103213066,GPPNK
172103213069,PNK_707
172103213071,PNK_707
172103213072,MSPNK
172103213073,MSPNK
172103213074,MSPNK
172103213075,MSPNK
172103213076,MSPNK
172103213079,PNK_707
172103213080,MSPNK
172103213081,PNK_707
172103213083,PNK_707
172103213084,MSPNK
172103213085,MSPNK
172103213087,MSPNK
172103213089,MSPNK
172103213090,MSPNK
172103213092,MSPNK
172103213094,MSPNK
172103213095,MSPNK
172103213096,PNK_707
172103213099,MSPNK
172103213100,MSPNK
172103213101,MSPNK
172103213102,PNK_707
172103213103,PNK_707
172103213104,MSPNK
172103213106,MSPNK
172103213107,MSPNK
172103213108,MSPNK
172103213109,MSPNK
172103213110,MSPNK
172103213112,MSPNK
172103213113,MSPNK
172103213114,PNK_707
172103213115,MSPNK
172103213116,MSPNK
172103213118,PNK_707
172103213119,MSPNK
172103213120,PNK_707
172103213121,MSPNK
172103213122,PNK_707
172103213123,MSPNK
172103213124,MSPNK
172103213126,MSPNK
172103213128,MSPNK
172103213129,MSPNK
172103213130,PNK_707
172103213131,PNK_707
172103213133,PNK_707
172103213134,MSPNK
172103213136,MSPNK
172103213138,MSPNK
172103213139,MSPNK
172103213140,MSPNK
172103213143,MSPNK
172103213144,PNK_707
172103213149,PNK_707
172103213152,MSPNK
172103213154,MSPNK
172103213156,MSPNK
172103213157,MSPNK
172103213158,PNK_707
172103213160,PNK_707
172103213164,MSPNK
172103213165,PNK_707
172103213167,PNK_707
172103213170,MSPNK
172103213171,MSPNK
172103213172,MSPNK
172103213173,MSPNK
172103213174,MSPNK
172103213176,PNK_707
172103213177,MSPNK
172103213179,MSPNK
172103213180,MSPNK
172103213182,PNK_707
172103213183,MSPNK
172103213184,MSPNK
172103213186,MSPNK
172103213187,MSPNK
172103213189,MSPNK
172103213190,MSPNK
172103213191,MSPNK
172103213192,MSPNK
172103213194,MSPNK
172103213196,MSPNK
172103213197,MSPNK
172103213199,MSPNK
172103213201,MSPNK
172103213204,MSPNK
172103213207,MSPNK
172103213208,MSPNK
172103213209,PNK_707
172103213210,MSPNK
172103213211,PNK_707
172103213212,MSPNK
172103213214,MSPNK
172103213216,MSPNK
172103213217,PNK_707
172103213219,MSPNK
172103213220,PNK_707
172103213221,MSPNK
172103213222,MSPNK
172103213224,MSPNK
172103213225,MSPNK
172103213226,MSPNK
172103213227,PNK_707
172103213228,GPPNK
172103213229,MSPNK
172103213230,MSPNK
172103213233,PNK_707
172103213234,MSPNK
172103213235,MSPNK
172103213240,MSPNK
172103213241,MSPNK
172103213243,MSPNK
172103213244,MSPNK
172103213245,MSPNK
172103213246,MSPNK
172103213247,PNK_707
172103213248,MSPNK
172103213252,MSPNK
172103213253,MSPNK
172103213254,PNK_707
172103213255,MSPNK
172103213256,MSPNK
172103213257,MSPNK
172103213258,PNK_707
172103213260,MSPNK
172103213261,MSPNK
172103213265,PNK_707
172103213266,MSPNK
172103213267,MSPNK
172103213268,PNK_707
172103213269,MSPNK
172103213271,PNK_707
172103213273,MSPNK
172103213274,MSPNK
172103213276,MSPNK
172103213277,MSPNK
172103213279,MSPNK
172103213280,PNK_707
172103213281,MSPNK
172103213284,PNK_707
172103213285,PNK_707
172103213286,MSPNK
172103213287,MSPNK
172103213289,MSPNK
172103213290,PNK_707
172103213292,MSPNK
172103213293,PNK_707
172103213295,MSPNK
172103213296,MSPNK
172103213297,MSPNK
172103213300,PNK_707
172103213302,MSPNK
172103213303,PNK_707
172103213304,MSPNK
172103213306,MSPNK
172103213307,MSPNK
172103213308,MSPNK
172103213309,MSPNK
172103213310,PNK_707
172103213312,PNK_707
172103213313,MSPNK
172103213314,PNK_707
172103213315,MSPNK
172103213316,MSPNK
172103213318,GPPNK
172103213319,MSPNK
172103213320,MSPNK
172103213321,PNK_707
172103213323,MSPNK
172103213324,MSPNK
172103213325,MSPNK
172103213326,MSPNK
172103213328,MSPNK
172103213330,MSPNK
172103213331,MSPNK
172103213332,MSPNK
172103213333,MSPNK
172103213335,GPPNK
172103213336,MSPNK
172103213338,MSPNK
172103213339,MSPNK
172103213340,MSPNK
172103213341,PNK_707
172103213342,MSPNK
172103213343,MSPNK
172103213347,MSPNK
172103213348,MSPNK
172103213349,MSPNK
172103213350,PNK_707
172103213352,PNK_707
172103213353,MSPNK
172103213354,MSPNK
172103213355,MSPNK
172103213356,PNK_707
172103213357,PNK_707
172103213358,MSPNK
172103213359,MSPNK
172103213362,MSPNK
172103213363,MSPNK
172103213364,MSPNK
172103213366,MSPNK
172103213367,PNK_707
172103213368,GPPNK
172103213369,MSPNK
172103213370,PNK_707
172103213371,PNK_707
172103213372,MSPNK
172103213373,MSPNK
172103213374,MSPNK
172103213377,MSPNK
172103213379,PNK_707
172103213381,MSPNK
172103213383,PNK_707
172103213387,MSPNK
172103213388,MSPNK
172103213389,MSPNK
172103213390,MSPNK
172103213391,MSPNK
172103213392,PNK_707
172103213394,PNK_707
172103213395,MSPNK
172103213397,MSPNK
172103213398,MSPNK
172103213400,MSPNK
172103213403,PNK_707
172103213404,PNK_707
172103213405,PNK_707
172103213406,PNK_707
172103213407,MSPNK
172103213409,MSPNK
172103213411,PNK_707
172103213414,PNK_707
172103213415,MSPNK
172103213416,MSPNK
172103213417,PNK_707
172103213418,MSPNK
172103213419,PNK_707
172103213420,MSPNK
172103213423,PNK_707
172103213425,PNK_707
172103213426,MSPNK
172103213429,MSPNK
172103213433,MSPNK
172103213435,MSPNK
172103213436,MSPNK
172103213437,PNK_707
172103213438,PNK_707
172103213440,MSPNK
172103213441,MSPNK
172103213442,MSPNK
172103213444,PNK_707
172103213445,MSPNK
172103213446,MSPNK
172103213447,MSPNK
172103213448,PNK_707
172103213449,MSPNK
172103213450,MSPNK
172103213451,PNK_707
172103213453,MSPNK
172103213454,MSPNK
172103213456,MSPNK
172103213457,MSPNK
172103213459,PNK_707
172103213460,PNK_707
172103213462,MSPNK
172103213463,MSPNK
172103213466,MSPNK
172103213467,MSPNK
172103213468,MSPNK
172103213471,MSPNK
172103213473,PNK_707
172103213474,PNK_707
172103213475,MSPNK
172103213476,MSPNK
172103213477,MSPNK
172103213480,MSPNK
172103213481,PNK_707
172103213483,MSPNK
172103213484,MSPNK
172103213486,MSPNK
172103213487,MSPNK
172103213490,MSPNK
172103213491,PNK_707
172103213494,MSPNK
172103213495,MSPNK
172103213496,MSPNK
172103213497,MSPNK
172103213498,MSPNK
172103213499,MSPNK
172103213502,MSPNK
172103213503,MSPNK
172103213504,MSPNK
172103213505,MSPNK
172103213506,MSPNK
172103213507,MSPNK
172103213509,PNK_707
172103213511,MSPNK
172103213512,MSPNK
172103213513,PNK_707
172103213514,MSPNK
172103213517,MSPNK
172103213518,PNK_707
172103213519,MSPNK
172103213521,MSPNK
172103213524,MSPNK
172103213527,MSPNK
172103213530,MSPNK
172103213532,PNK_707
172103213533,PNK_707
172103213534,PNK_707
172103213535,PNK_707
172103213536,PNK_707
172103213537,PNK_707
172103213538,MSPNK
172103213539,MSPNK
172103213541,PNK_707
172103213542,PNK_707
172103213543,PNK_707
172103213544,MSPNK
172103213547,MSPNK
172103213548,PNK_707
172103213552,MSPNK
172103213553,PNK_707
172103213556,MSPNK
172103213558,MSPNK
172103213559,MSPNK
172103213563,MSPNK
172103213565,MSPNK
172103213566,MSPNK
172103213567,MSPNK
172103213568,MSPNK
172103213569,MSPNK
172103213571,PNK_707
172103213573,PNK_707
172103213576,MSPNK
172103213577,MSPNK
172103213578,MSPNK
172103213581,MSPNK
172103213583,MSPNK
172103213584,MSPNK
172103213585,MSPNK
172103213587,MSPNK
172103213590,MSPNK
172103213591,MSPNK
172103213592,MSPNK
172103213593,MSPNK
172103213595,MSPNK
172103213596,MSPNK
172103213597,MSPNK
172103213599,GPPNK
172103213600,MSPNK
172103213601,MSPNK
172103213604,PNK_707
172103213605,PNK_707
172103213606,MSPNK
172103213608,MSPNK
172103213611,PNK_707
172103213612,MSPNK
172103213616,MSPNK
172103213617,MSPNK
172103213618,MSPNK
172103213619,MSPNK
172103213620,MSPNK
172103213624,MSPNK
172103213625,PNK_707
172103213626,MSPNK
172103213627,PNK_707
172103213628,MSPNK
172103213629,MSPNK
172103213630,MSPNK
172103213632,MSPNK
172103213633,MSPNK
172103213635,MSPNK
172103213637,MSPNK
172103213638,PNK_707
172103213642,MSPNK
172103213644,MSPNK
172103213646,MSPNK
172103213648,MSPNK
172103213649,MSPNK
172103213651,PNK_707
172103213653,MSPNK
172103213654,MSPNK
172103213657,MSPNK
172103213659,MSPNK
172103213661,PNK_707
172103213663,PNK_707
172103213664,MSPNK
172103213665,PNK_707
172103213666,MSPNK
172103213667,MSPNK
172103213670,MSPNK
172103213671,MSPNK
172103213672,MSPNK
172103213675,MSPNK
172103213677,MSPNK
172103213678,MSPNK
172103213680,MSPNK
172103213681,PNK_707
172103213682,MSPNK
172103213683,PNK_707
172103213684,MSPNK
172103213688,MSPNK
172103213689,MSPNK
172103213690,MSPNK
172103213691,PNK_707
172103213694,PNK_707
172103213697,MSPNK
172103213699,MSPNK
172103213701,MSPNK
172103213702,PNK_707
172103213703,MSPNK
172103213704,GPPNK
172103213705,MSPNK
172103213706,PNK_707
172103213707,MSPNK
172103213709,MSPNK
172103213710,GPPNK
172103213711,MSPNK
172103213716,MSPNK
172103213717,MSPNK
172103213718,MSPNK
172103213719,MSPNK
172103213720,GPPNK
172103213721,PNK_707
172103213722,GPPNK
172103213724,MSPNK
172103213726,MSPNK
172103213727,MSPNK
172103213729,MSPNK
172103213733,MSPNK
172103213735,MSPNK
172103213736,MSPNK
172103213739,MSPNK
172103213743,PNK_707
172103213744,PNK_707
172103213745,MSPNK
172103213746,MSPNK
172103213747,PNK_707
172103213749,MSPNK
172103213750,MSPNK
172103213751,MSPNK
172103213752,PNK_707
172103213753,MSPNK
172103213754,MSPNK
172103213755,MSPNK
172103213757,GPPNK
172103213759,MSPNK
172103213760,MSPNK
172103213763,MSPNK
172103213765,MSPNK
172103213767,PNK_707
172103213768,PNK_707
172103213769,MSPNK
172103213770,PNK_707
172103213771,MSPNK
172103213772,MSPNK
172103213773,MSPNK
172103213774,MSPNK
172103213776,MSPNK
172103213779,MSPNK
172103213782,MSPNK
172103213783,MSPNK
172103213785,MSPNK
172103213788,MSPNK
172103213796,MSPNK
172103213797,MSPNK
172103213798,PNK_707
172103213802,MSPNK
172103213803,MSPNK
172103213805,MSPNK
172103213806,MSPNK
172103213807,PNK_707
172103213808,PNK_707
172103213809,PNK_707
172103213810,MSPNK
172103213811,MSPNK
172103213812,MSPNK
172103213813,MSPNK
172103213814,MSPNK
172103213819,MSPNK
172103213823,MSPNK
172103213824,MSPNK
172103213825,MSPNK
172103213826,MSPNK
172103213827,MSPNK
172103213828,PNK_707
172103213829,MSPNK
172103213830,MSPNK
172103213831,PNK_707
172103213832,MSPNK
172103213833,MSPNK
172103213834,MSPNK
172103213837,MSPNK
172103213838,MSPNK
172103213839,MSPNK
172103213841,PNK_707
172103213843,MSPNK
172103213847,MSPNK
172103213850,MSPNK
172103213854,PNK_707
172103213855,MSPNK
172103213857,MSPNK
172103213858,MSPNK
172103213861,MSPNK
172103213863,PNK_707
172103213865,MSPNK
172103213866,MSPNK
172103213868,MSPNK
172103213869,PNK_707
172103213872,PNK_707
172103213873,MSPNK
172103213874,PNK_707
172103213876,PNK_707
172103213877,MSPNK
172103213878,MSPNK
172103213879,MSPNK
172103213881,PNK_707
172103213883,MSPNK
172103213884,MSPNK
172103213885,MSPNK
172103213886,MSPNK
172103213887,MSPNK
172103213890,MSPNK
172103213891,MSPNK
172103213892,PNK_707
172103213893,MSPNK
172103213894,PNK_707
172103213895,MSPNK
172103213896,PNK_707
172103213897,MSPNK
172103213898,PNK_707
172103213901,MSPNK
172103213902,MSPNK
172103213903,MSPNK
172103213905,MSPNK
172103213906,MSPNK
172103213907,MSPNK
172103213908,MSPNK
172103213910,MSPNK
172103213912,MSPNK
172103213913,MSPNK
172103213914,PNK_707
172103213917,MSPNK
172103213919,PNK_707
172103213920,MSPNK
172103213921,MSPNK
172103213922,MSPNK
172103213925,PNK_707
172103213927,MSPNK
172103213928,PNK_707
172103213930,MSPNK
172103213934,MSPNK
172103213935,MSPNK
172103213937,MSPNK
172103213939,MSPNK
172103213940,MSPNK
172103213941,MSPNK
172103213942,MSPNK
172103213943,MSPNK
172103213947,MSPNK
172103213948,GPPNK
172103213949,MSPNK
172103213952,PNK_707
172103213953,MSPNK
172103213954,MSPNK
172103213955,MSPNK
172103213956,GPPNK
172103213957,PNK_707
172103213959,PNK_707
172103213960,MSPNK
172103213962,MSPNK
172103213967,GPPNK
172103213969,MSPNK
172103213971,MSPNK
172103213972,MSPNK
172103213973,PNK_707
172103213975,MSPNK
172103213976,MSPNK
172103213977,MSPNK
172103213978,MSPNK
172103213979,MSPNK
172103213980,MSPNK
172103213981,PNK_707
172103213982,MSPNK
172103213983,PNK_707
172103213984,MSPNK
172103213987,PNK_707
172103213990,MSPNK
172103213992,MSPNK
172103213994,MSPNK
172103213995,MSPNK
172103213996,MSPNK
172103213999,PNK_707
172103214000,MSPNK
172103214003,MSPNK
172103214004,MSPNK
172103214005,MSPNK
172103214006,MSPNK
172103214007,PNK_707
172103214008,MSPNK
172103214010,MSPNK
172103214011,MSPNK
172103214012,PNK_707
172103214013,MSPNK
172103214014,MSPNK
172103214015,MSPNK
172103214016,MSPNK
172103214019,MSPNK
172103214020,MSPNK
172103214021,MSPNK
172103214023,GPPNK
172103214024,MSPNK
172103214025,MSPNK
172103214026,PNK_707
172103214029,MSPNK
172103214030,MSPNK
172103214031,MSPNK
172103214033,PNK_707
172103214034,PNK_707
172103214036,MSPNK
172103214038,PNK_707
172103214039,MSPNK
172103214040,MSPNK
172103214042,PNK_707
172103214043,MSPNK
172103214044,MSPNK
172103214045,MSPNK
172103214046,MSPNK
172103214047,MSPNK
172103214048,MSPNK
172103214050,MSPNK
172103214053,PNK_707
172103214055,PNK_707
172103214057,MSPNK
172103214059,PNK_707
172103214061,MSPNK
172103214063,MSPNK
172103214064,PNK_707
172103214065,MSPNK
172103214066,MSPNK
172103214067,MSPNK
172103214069,MSPNK
172103214070,PNK_707
172103214071,MSPNK
172103214072,PNK_707
172103214073,MSPNK
172103214074,MSPNK
172103214075,MSPNK
172103214077,PNK_707
172103214079,MSPNK
172103214080,MSPNK
172103214081,MSPNK
172103214082,MSPNK
172103214083,MSPNK
172103214084,MSPNK
172103214085,MSPNK
172103214086,MSPNK
172103214087,MSPNK
172103214088,MSPNK
172103214089,MSPNK
172103214090,MSPNK
172103214093,MSPNK
172103214094,MSPNK
172103214095,PNK_707
172103214097,MSPNK
172103214098,MSPNK
172103214101,MSPNK
172103214102,MSPNK
172103214104,PNK_707
172103214105,MSPNK
172103214106,PNK_707
172103214107,PNK_707
172103214108,PNK_707
172103214112,MSPNK
172103214114,MSPNK
172103214115,MSPNK
172103214116,MSPNK
172103214118,MSPNK
172103214119,MSPNK
172103214120,PNK_707
172103214121,MSPNK
172103214122,MSPNK
172103214123,PNK_707
172103214125,MSPNK
172103214127,MSPNK
172103214128,MSPNK
172103214129,MSPNK
172103214130,MSPNK
172103214132,MSPNK
172103214133,PNK_707
172103214134,MSPNK
172103214137,MSPNK
172103214138,MSPNK
172103214140,PNK_707
172103214143,PNK_707
172103214144,MSPNK
172103214145,MSPNK
172103214147,MSPNK
172103214148,MSPNK
172103214149,PNK_707
172103214151,PNK_707
172103214152,MSPNK
172103214153,MSPNK
172103214154,MSPNK
172103214155,MSPNK
172103214156,MSPNK
172103214157,PNK_707
172103214158,PNK_707
172103214159,MSPNK
172103214163,MSPNK
172103214164,PNK_707
172103214167,MSPNK
172103214168,MSPNK
172103214170,MSPNK
172103214174,PNK_707
172103214175,PNK_707
172103214176,MSPNK
172103214177,MSPNK
172103214180,PNK_707
172103214181,PNK_707
172103214183,MSPNK
172103214185,MSPNK
172103214186,MSPNK
172103214188,PNK_707
172103214189,MSPNK
172103214190,MSPNK
172103214191,PNK_707
172103214193,MSPNK
172103214194,MSPNK
172103214195,MSPNK
172103214196,MSPNK
172103214197,PNK_707
172103214201,MSPNK
172103214202,MSPNK
172103214203,MSPNK
172103214205,PNK_707
172103214206,MSPNK
172103214210,PNK_707
172103214211,MSPNK
172103214212,PNK_707
172103214213,MSPNK
172103214216,MSPNK
172103214217,MSPNK
172103214218,MSPNK
172103214219,MSPNK
172103214220,MSPNK
172103214221,MSPNK
172103214222,GPPNK
172103214225,MSPNK
172103214226,MSPNK
172103214227,MSPNK
172103214228,MSPNK
172103214229,MSPNK
172103214231,MSPNK
172103214234,MSPNK
172103214235,MSPNK
172103214236,MSPNK
172103214237,MSPNK
172103214240,MSPNK
172103214241,MSPNK
172103214243,PNK_707
172103214246,PNK_707
172103214247,MSPNK
172103214248,MSPNK
172103214249,MSPNK
172103214250,MSPNK
172103214251,MSPNK
172103214253,PNK_707
172103214255,MSPNK
172103214256,MSPNK
172103214257,PNK_707
172103214258,MSPNK
172103214260,PNK_707
172103214261,MSPNK
172103214262,MSPNK
172103214263,PNK_707
172103214264,MSPNK
172103214265,MSPNK
172103214269,PNK_707
172103214270,MSPNK
172103214271,MSPNK
172103214272,MSPNK
172103214273,MSPNK
172103214276,MSPNK
172103214278,MSPNK
172103214279,MSPNK
172103214280,PNK_707
172103214282,MSPNK
172103214283,MSPNK
172103214285,MSPNK
172103214286,PNK_707
172103214287,MSPNK
172103214289,MSPNK
172103214290,MSPNK
172103214291,MSPNK
172103214292,MSPNK
172103214298,MSPNK
172103214299,MSPNK
172103214300,MSPNK
172103214301,MSPNK
172103214302,PNK_707
172103214303,GPPNK
172103214304,MSPNK
172103214305,MSPNK
172103214306,MSPNK
172103214309,MSPNK
172103214310,MSPNK
172103214316,PNK_707
172103214318,MSPNK
172103214319,MSPNK
172103214320,MSPNK
172103214321,MSPNK
172103214322,GPPNK
172103214323,MSPNK
172103214324,MSPNK
172103214327,GPPNK
172103214328,MSPNK
172103214329,MSPNK
172103214330,MSPNK
172103214331,MSPNK
172103214332,MSPNK
172103214333,PNK_707
172103214334,MSPNK
172103214335,MSPNK
172103214337,PNK_707
172103214338,MSPNK
172103214340,MSPNK
172103214343,PNK_707
172103214345,MSPNK
172103214346,MSPNK
172103214347,MSPNK
172103214349,PNK_707
172103214352,MSPNK
172103214353,MSPNK
172103214354,PNK_707
172103214356,MSPNK
172103214357,MSPNK
172103214358,MSPNK
172103214360,MSPNK
172103214361,MSPNK
172103214363,MSPNK
172103214364,PNK_707
172103214366,MSPNK
172103214367,MSPNK
172103214368,MSPNK
172103214370,MSPNK
172103214372,PNK_707
172103214374,PNK_707
172103214375,MSPNK
172103214379,MSPNK
172103214380,MSPNK
172103214381,PNK_707
172103214382,MSPNK
172103214383,MSPNK
172103214384,MSPNK
172103214385,MSPNK
172103214386,MSPNK
172103214387,PNK_707
172103214388,MSPNK
172103214389,MSPNK
172103214391,MSPNK
172103214393,MSPNK
172103214394,MSPNK
172103214395,MSPNK
172103214396,PNK_707
172103214398,PNK_707
172103214399,MSPNK
172103214400,MSPNK
172103214401,PNK_707
172103214402,MSPNK
172103214403,PNK_707
172103214404,MSPNK
172103214405,MSPNK
172103214406,PNK_707
172103214408,MSPNK
172103214409,PNK_707
172103214410,MSPNK
172103214412,MSPNK
172103214414,MSPNK
172103214417,MSPNK
172103214418,PNK_707
172103214419,PNK_707
172103214420,MSPNK
172103214426,GPPNK
172103214427,MSPNK
172103214428,MSPNK
172103214429,PNK_707
172103214430,MSPNK
172103214431,MSPNK
172103214433,MSPNK
172103214434,MSPNK
172103214435,MSPNK
172103214436,PNK_707
172103214438,MSPNK
172103214439,MSPNK
172103214440,MSPNK
172103214441,MSPNK
172103214442,PNK_707
172103214443,MSPNK
172103214444,MSPNK
172103214445,MSPNK
172103214447,PNK_707
172103214448,MSPNK
172103214449,PNK_707
172103214450,MSPNK
172103214451,MSPNK
172103214453,MSPNK
172103214454,MSPNK
172103214455,MSPNK
172103214456,PNK_707
172103214458,PNK_707
172103214462,PNK_707
172103214465,MSPNK
172103214468,PNK_707
172103214470,MSPNK
172103214471,GPPNK
172103214472,MSPNK
172103214473,PNK_707
172103214474,MSPNK
172103214475,PNK_707
172103214476,MSPNK
172103214479,MSPNK
172103214481,PNK_707
172103214482,MSPNK
172103214484,PNK_707
172103214486,PNK_707
172103214487,MSPNK
172103214489,MSPNK
172103214491,PNK_707
172103214492,MSPNK
172103214494,MSPNK
172103214495,PNK_707
172103214497,PNK_707
172103214498,MSPNK
172103214499,PNK_707
172103214500,PNK_707
172103214502,PNK_707
172103214503,PNK_707
172103214504,MSPNK
172103214508,MSPNK
172103214509,PNK_707
172103214510,MSPNK
172103214513,MSPNK
172103214514,PNK_707
172103214516,MSPNK
172103214517,MSPNK
172103214519,MSPNK
172103214520,PNK_707
172103214521,MSPNK
172103214522,MSPNK
172103214523,MSPNK
172103214524,PNK_707
172103214526,MSPNK
172103214527,MSPNK
172103214528,PNK_707
172103214529,MSPNK
172103214530,MSPNK
172103214532,PNK_707
172103214534,MSPNK
172103214535,MSPNK
172103214536,MSPNK
172103214537,MSPNK
172103214538,MSPNK
172103214540,PNK_707
172103214541,MSPNK
172103214542,MSPNK
172103214544,MSPNK
172103214546,MSPNK
172103214547,MSPNK
172103214549,MSPNK
172103214550,PNK_707
172103214553,MSPNK
172103214556,MSPNK
172103214557,MSPNK
172103214560,MSPNK
172103214561,PNK_707
172103214563,PNK_707
172103214567,MSPNK
172103214568,MSPNK
172103214569,MSPNK
172103214574,PNK_707
172103214575,MSPNK
172103214576,MSPNK
172103214577,MSPNK
172103214578,PNK_707
172103214579,MSPNK
172103214581,PNK_707
172103214582,MSPNK
172103214584,PNK_707
172103214585,MSPNK
172103214587,PNK_707
172103214588,MSPNK
172103214590,PNK_707
172103214592,MSPNK
172103214595,PNK_707
172103214596,PNK_707
172103214597,PNK_707
172103214598,MSPNK
172103214599,MSPNK
172103214600,MSPNK
172103214604,MSPNK
172103214605,MSPNK
172103214606,MSPNK
172103214607,PNK_707
172103214608,MSPNK
172103214609,PNK_707
172103214610,MSPNK
172103214611,MSPNK
172103214612,PNK_707
172103214613,MSPNK
172103214615,MSPNK
172103214617,MSPNK
172103214619,MSPNK
172103214620,MSPNK
172103214622,MSPNK
172103214623,MSPNK
172103214624,MSPNK
172103214626,PNK_707
172103214627,MSPNK
172103214629,MSPNK
172103214630,PNK_707
172103214631,MSPNK
172103214632,PNK_707
172103214633,MSPNK
172103214635,MSPNK
172103214636,MSPNK
172103214637,MSPNK
172103214638,MSPNK
172103214639,MSPNK
172103214640,MSPNK
172103214641,MSPNK
172103214642,PNK_707
172103214644,MSPNK
172103214645,PNK_707
172103214646,PNK_707
172103214647,MSPNK
172103214649,MSPNK
172103214650,PNK_707
172103214651,MSPNK
172103214652,MSPNK
172103214653,PNK_707
172103214655,PNK_707
172103214657,PNK_707
172103214658,MSPNK
172103214659,MSPNK
172103214662,PNK_707
172103214664,MSPNK
172103214667,PNK_707
172103214669,MSPNK
172103214671,PNK_707
172103214672,PNK_707
172103214673,MSPNK
172103214674,PNK_707
172103214676,MSPNK
172103214677,MSPNK
172103214678,MSPNK
172103214679,MSPNK
172103214680,MSPNK
172103214681,MSPNK
172103214682,MSPNK
172103214683,MSPNK
172103214684,MSPNK
172103214685,MSPNK
